userId,movieId,rating
298,2,0.5
307,2,2.5
305,2,3.5
304,2,4
51,2,4.5
299,2,3
323,2,4
436,2,4
458,2,4
62,2,4
27,2,4
602,2,4
322,2,3
6,2,4
160,2,4
470,2,3
501,2,3
221,2,3.5
573,2,4.5
219,2,2.5
512,2,3
217,2,2
122,2,4
125,2,4
570,2,3.5
517,2,3
566,2,4
202,2,4
563,2,2.5
222,2,2.5
523,2,4.5
140,2,3.5
525,2,3.5
186,2,4
561,2,4
527,2,4
559,2,4
534,2,4.5
18,2,3
144,2,3
149,2,1
177,2,3.5
153,2,2
169,2,4
135,2,3
117,2,3
112,2,1.5
497,2,2.5
599,2,2.5
82,2,3
276,2,4
474,2,3
274,2,3.5
91,2,3
594,2,4
259,2,2
475,2,4.5
8,2,4
93,2,5
476,2,4
477,2,4
592,2,4
480,2,3
249,2,4
482,2,4.5
103,2,4
483,2,4
240,2,5
104,2,3
590,2,2.5
484,2,2.5
586,2,4
489,2,2.5
232,2,4
107,2,5
230,2,2.5
226,2,3
19,2,3
94,2,4
20,2,3
411,2,4
380,2,5
347,2,3
353,2,4
357,2,3
414,2,3
359,2,3.5
373,2,3
395,2,3
381,2,4
289,3,2.5
240,3,4
51,3,4
555,3,5
169,3,5
58,3,3
6,3,5
64,3,3.5
151,3,3
552,3,1
150,3,3
414,3,4
43,3,5
544,3,3
321,3,3
179,3,4
226,3,3.5
42,3,4
501,3,5
492,3,4
44,3,3
308,3,0.5
68,3,2
288,3,4
100,3,3.5
294,3,1
102,3,5
91,3,3
470,3,3
590,3,3
588,3,3
456,3,3
368,3,3
480,3,2.5
599,3,1.5
270,3,3
19,3,3
116,3,3.5
269,3,4
307,3,3.5
117,3,3
448,3,3
477,3,3
410,3,4
330,3,3
302,3,3
32,3,3
594,3,4
608,3,2
337,3,4
217,3,1
1,3,4
262,4,1
162,4,3
14,4,3
84,4,3
600,4,1.5
6,4,3
411,4,2
483,5,2.5
181,5,3
474,5,1.5
451,5,3
600,5,2.5
58,5,4
353,5,3
448,5,3
489,5,2
604,5,3
590,5,2
170,5,3
147,5,4.5
492,5,3
490,5,0.5
45,5,3
414,5,2
68,5,2
521,5,3
276,5,3
229,5,3
561,5,3
66,5,4
43,5,5
111,5,3.5
470,5,3
321,5,3
107,5,4
103,5,4
458,5,3
437,5,2
389,5,4
509,5,1.5
117,5,3
200,5,4
402,5,3
456,5,3
6,5,5
84,5,3
120,5,4
288,5,2
150,5,3
121,5,3
31,5,3
169,5,5
501,5,3
270,5,3
337,5,4
269,5,3
602,6,3
438,6,5
150,6,4
308,6,1
313,6,3
160,6,2
312,6,4
561,6,4
480,6,4
414,6,3
82,6,3.5
362,6,4
282,6,4
64,6,4.5
385,6,3
105,6,4
486,6,5
353,6,4
380,6,5
603,6,4
553,6,5
62,6,4.5
437,6,5
474,6,3
6,6,4
84,6,4
317,6,5
599,6,4.5
28,6,3.5
337,6,5
318,6,4
18,6,4
368,6,4
314,6,3
590,6,3.5
57,6,3
559,6,5
166,6,3.5
470,6,3
239,6,5
588,6,5
68,6,4
244,6,5
24,6,4.5
219,6,3.5
604,6,3
181,6,3
11,6,5
336,6,4
325,6,4
469,6,3
294,6,3
270,6,3
1,6,4
182,6,4.5
79,6,4
372,6,5
191,6,4
121,6,5
425,6,4
501,6,3
373,6,5
532,6,5
339,6,4
386,6,3
592,6,3
391,6,4
573,6,4.5
521,6,4
266,6,4
286,6,4.5
220,6,3.5
91,6,5
305,6,3.5
140,6,5
45,6,4
444,6,4
269,6,5
44,6,3
199,6,4
434,6,4
524,6,4
202,6,5
109,6,3
389,6,5
492,6,3
297,6,5
195,6,4
610,6,5
23,6,4
217,6,2
580,6,4
597,6,3
400,6,5
577,6,4
112,6,4.5
493,6,4
32,6,3
102,6,3
451,6,4
274,6,4
117,6,3
150,7,3
521,7,3
451,7,3
71,7,3
6,7,4
270,7,3
262,7,3
599,7,2.5
257,7,1
474,7,3
566,7,4
304,7,4
68,7,2
14,7,3
117,7,4
600,7,3.5
411,7,3
19,7,2
470,7,3
177,7,1
206,7,4
51,7,4
280,7,4.5
529,7,2
414,7,3
45,7,3
199,7,3
95,7,3
597,7,1
492,7,3
350,7,3
90,7,4
541,7,4
501,7,4
179,7,3
42,7,3
286,7,3.5
181,7,3
43,7,5
489,7,4
498,7,4
169,7,4.5
31,7,4
513,7,3
58,7,5
276,7,4
32,7,4
188,7,4
33,7,1
84,7,3
510,7,1
337,7,3
606,7,2.5
314,7,4
43,8,5
372,8,2
274,8,3
501,8,3
414,8,3
6,8,3
20,8,1
436,8,3
437,9,3
353,9,3
337,9,5
270,9,3
151,9,4
179,9,3
464,9,2.5
269,9,2
364,9,3
428,9,2
217,9,3
599,9,1.5
402,9,3
492,9,5
456,9,4
389,9,3
93,10,4
288,10,3
91,10,3.5
395,10,3
292,10,3.5
21,10,5
94,10,3
99,10,4
452,10,4
592,10,3
347,10,4
469,10,2
385,10,3
340,10,4
453,10,2
82,10,3.5
608,10,4
208,10,2
301,10,4
520,10,4
458,10,4
588,10,3
84,10,3
419,10,3.5
517,10,0.5
462,10,3
294,10,3
202,10,4
104,10,3
599,10,3.5
584,10,5
597,10,3
282,10,3.5
81,10,1
304,10,4
580,10,3.5
361,10,3.5
274,10,4
284,10,4
354,10,3.5
470,10,3
368,10,3
609,10,4
307,10,2.5
434,10,3.5
229,10,4
414,10,3
232,10,3
46,10,3
387,10,3.5
438,10,4
176,10,5
56,10,4
174,10,3
57,10,3
489,10,2.5
173,10,3
380,10,5
170,10,3
59,10,3
486,10,4
485,10,4
19,10,2
235,10,2
166,10,4.5
314,10,3
240,10,3
43,10,4
160,10,1
334,10,3.5
349,10,4
31,10,4
195,10,4
192,10,5
331,10,3
186,10,4
425,10,3
220,10,4
376,10,4.5
34,10,5
531,10,4
372,10,3
534,10,4
501,10,4
182,10,3.5
498,10,3
181,10,2
11,10,3
524,10,4
226,10,4
42,10,5
217,10,4
178,10,4
322,10,4
541,10,4
313,10,4
590,10,3.5
408,10,4.5
219,10,4.5
448,10,4
8,10,2
559,10,3
26,10,3
480,10,4
200,10,4.5
248,10,3.5
262,10,2
136,10,5
602,10,3
447,10,3
446,10,3
476,10,3
566,10,3
569,10,4
68,10,4.5
386,10,3
570,10,3.5
6,10,3
117,10,3
63,10,3
119,10,4
411,10,3
244,10,5
353,10,3
441,10,4.5
522,10,4.5
144,10,3
483,10,2
557,10,4.5
573,10,4.5
391,10,3
243,10,5
570,11,3.5
100,11,4
500,11,1
181,11,5
469,11,3
501,11,3
117,11,4
113,11,3
94,11,3
372,11,4
121,11,4
263,11,4
404,11,4
530,11,4
156,11,3
201,11,4
587,11,4
239,11,5
235,11,4
514,11,4
411,11,4
414,11,5
373,11,2
489,11,1.5
590,11,3
174,11,5
474,11,2.5
107,11,5
177,11,3
199,11,4
140,11,4
410,11,3
109,11,4
541,11,4
476,11,3
579,11,3
566,11,5
8,11,4
169,11,4
202,11,4
290,11,4
57,11,3
56,11,4
438,11,4
387,11,2.5
45,11,3
43,11,4
455,11,4
606,11,2.5
84,11,4
322,11,4
42,11,5
89,11,2.5
38,11,5
357,11,3.5
597,11,3
35,11,4
347,11,4
599,11,2.5
33,11,2
304,11,5
314,11,5
602,11,3
607,11,3
345,11,2.5
594,11,5
6,11,4
353,11,4
446,11,4
68,11,4.5
120,12,3
448,12,2
571,12,1
599,12,1.5
492,12,3
350,12,3
380,12,4
351,12,5
273,12,1
151,12,3
274,12,3.5
19,12,1
276,12,4
44,12,1
217,12,3
337,12,3
294,12,1
524,12,1
288,12,2
19,13,3
476,13,3
304,13,4
328,13,3
288,13,2
6,13,3
20,13,4
509,13,3
182,14,4
470,14,4
385,14,3
337,14,3
84,14,4
521,14,4
492,14,3
302,14,4
602,14,5
604,14,4
474,14,3
437,14,3
270,14,5
206,14,4
90,14,5
372,14,4
109,14,4
544,14,3
136,15,5
606,15,3.5
541,15,3
414,15,2
314,15,2
599,15,1.5
559,15,3
592,15,4
501,15,1
284,15,4
6,15,4
19,15,2
93,15,4
373,16,4
386,16,4
553,16,5
289,16,4.5
414,16,3
111,16,4.5
599,16,3
483,16,4
61,16,4
6,16,4
480,16,4
191,16,4
482,16,2
608,16,4.5
64,16,5
303,16,2.5
580,16,4.5
274,16,4.5
240,16,3
307,16,4.5
514,16,3.5
239,16,4.5
337,16,4
444,16,4
136,16,5
305,16,4.5
368,16,4
312,16,4
380,16,3
112,16,4.5
603,16,4
311,16,2.5
339,16,4.5
310,16,1
602,16,3
162,16,5
109,16,4
317,16,5
68,16,3.5
226,16,4.5
181,16,3
413,16,5
257,16,3.5
182,16,5
201,16,4
88,16,4.5
105,16,4.5
261,16,4
462,16,3.5
362,16,4
298,16,4
332,16,3.5
121,16,5
282,16,4
510,16,1
427,16,4
103,16,5
330,16,3.5
187,16,4
372,16,4
501,16,3
287,16,2
266,16,5
100,16,4.5
91,16,4.5
405,16,4
28,16,2.5
585,16,5
177,16,3
446,16,3
18,16,4.5
474,16,4
448,16,5
42,16,5
385,16,3
437,16,5
464,16,4.5
610,16,4.5
195,16,4
357,16,3.5
588,16,4
453,16,3
446,17,5
572,17,5
445,17,3.5
566,17,5
262,17,3
404,17,4
206,17,5
132,17,3
68,17,3.5
600,17,3.5
509,17,3
144,17,4
191,17,5
33,17,4
182,17,4
501,17,3
31,17,3
38,17,3
389,17,4
40,17,5
412,17,5
604,17,4
323,17,3.5
227,17,3.5
198,17,3
350,17,2
6,17,4
437,17,4
606,17,4
173,17,4
489,17,4.5
214,17,3
488,17,5
603,17,3
414,17,4
166,17,4
314,17,4
162,17,5
337,17,4
156,17,4
246,17,5
517,17,0.5
54,17,3
263,17,5
346,17,4
590,17,3.5
597,17,3
474,17,5
90,17,5
275,17,5
266,17,1
599,17,3.5
100,17,4.5
84,17,5
288,17,3.5
302,17,5
71,17,1
579,17,5
304,17,3
357,17,5
117,17,3
301,17,4
594,17,4
451,17,5
270,17,4
112,17,0.5
94,17,1
501,18,5
182,18,5
66,18,4
489,18,2
318,18,3
44,18,4
256,18,5
103,18,5
295,18,3.5
109,18,3
599,18,3
307,18,3
68,18,2
414,18,3
483,18,4
380,18,4
95,18,3.5
606,18,4
521,18,4
179,18,4
45,19,4.5
177,19,2
432,19,2
552,19,3.5
229,19,3
58,19,1
438,19,3
56,19,5
489,19,2
318,19,3.5
584,19,3
276,19,4
380,19,5
555,19,3
599,19,3
602,19,2
240,19,5
274,19,4
156,19,3
112,19,4
381,19,2.5
541,19,2
448,19,2
379,19,2
100,19,1
219,19,2.5
524,19,3
217,19,1
606,19,2
347,19,4
91,19,2
592,19,4
373,19,1
14,19,1
200,19,3.5
292,19,1.5
357,19,2
520,19,1
608,19,2
94,19,2
21,19,2.5
294,19,2
509,19,4
284,19,4
376,19,2
495,19,4.5
42,19,2
226,19,3.5
323,19,2.5
179,19,3
64,19,3.5
604,19,1
325,19,2
321,19,3
497,19,4
470,19,3
222,19,3.5
40,19,2
280,19,3
534,19,4
428,19,1
103,19,3.5
377,19,2
590,19,2
144,19,3
483,19,3.5
139,19,1
353,19,4
565,19,3
559,19,2
141,19,2
19,19,2
475,19,4
68,19,1.5
117,19,2
6,19,2
66,19,3
408,19,3.5
480,19,1.5
122,19,3.5
249,19,3.5
308,19,1
369,19,4
136,19,3
121,19,2
307,19,4
477,19,3
600,19,3
249,20,3.5
448,20,3
284,20,1
501,20,1
464,20,4
524,20,2
78,20,3
239,20,3.5
588,20,2
217,20,2
199,20,2
386,20,2
326,20,3.5
599,20,1.5
274,20,3.5
117,21,4
35,21,5
444,21,4
54,21,3
453,21,3
181,21,2
438,21,3.5
501,21,3
115,21,4
140,21,4
565,21,3
458,21,5
489,21,2.5
182,21,2.5
135,21,3
356,21,3.5
302,21,4
229,21,4
45,21,4
301,21,4
40,21,4
42,21,4
480,21,2.5
66,21,4
57,21,3
84,21,4
379,21,2
587,21,4
410,21,3
321,21,3
386,21,4
474,21,4
588,21,3
4,21,3
38,21,3
470,21,3
597,21,5
307,21,2.5
266,21,4
288,21,4
314,21,3
555,21,4
411,21,4
304,21,4
239,21,4
446,21,3
28,21,3
608,21,3.5
216,21,3
199,21,4
599,21,4
602,21,4
91,21,4
112,21,2
592,21,3
94,21,3
373,21,1
262,21,3
156,21,5
448,21,2
273,21,5
242,21,3
572,21,5
6,21,2
380,21,2
235,21,4
33,21,4
109,21,3
58,21,4
462,21,4
566,21,4
308,21,1
486,21,4
5,21,4
284,21,3
524,21,3
102,21,3
603,21,5
294,21,3
191,21,4
275,21,5
32,21,4
8,21,4
414,21,4
219,21,3.5
385,21,5
372,21,3
404,21,3
368,21,3
121,22,3
323,22,3
226,22,2
91,22,3.5
504,22,3.5
307,22,2
353,22,5
325,22,3
514,22,3
181,22,3
373,22,3
99,22,4
217,22,3
297,22,2
428,22,2.5
429,22,4
604,22,3
474,22,3
386,22,3
602,22,3
58,22,3
489,22,3.5
541,22,4
584,22,4
274,22,3.5
42,22,5
140,22,3
64,22,3.5
588,22,3
414,22,3
580,22,4
368,22,3
314,22,3
6,22,5
411,22,3
160,22,1
99,23,4
182,23,3.5
599,23,1
136,23,5
414,23,2
28,23,1.5
239,23,3.5
464,23,3
524,23,2
274,23,3.5
102,23,3
483,23,3
314,23,3
604,23,4
43,23,5
140,23,3
274,24,3.5
518,24,2.5
307,24,2
71,24,2
600,24,2
201,24,4
414,24,3
111,24,2.5
32,24,3
477,24,4
479,24,3
555,24,5
342,24,3
198,24,4
6,24,4
234,24,5
290,24,3
321,24,4
599,24,2.5
474,24,3
608,24,2
591,24,2
263,24,3
181,24,3
337,24,5
483,24,2.5
266,24,1
592,24,4
607,25,3
121,25,4
195,25,4
262,25,3
290,25,4
150,25,4
402,25,3
198,25,4
524,25,3
521,25,5
235,25,5
386,25,2
337,25,4
14,25,4
353,25,4
199,25,5
464,25,4
91,25,2
214,25,2
570,25,4
270,25,4
95,25,5
112,25,2.5
373,25,5
206,25,5
414,25,3
308,25,1
265,25,1
305,25,3
156,25,4
201,25,5
191,25,5
68,25,3.5
118,25,2
372,25,4
182,25,4.5
108,25,4
501,25,2
64,25,3.5
302,25,5
36,25,2.5
474,25,3.5
437,25,4
391,25,5
84,25,5
405,25,4
552,25,3
451,25,5
432,25,4.5
181,25,1
604,25,3
269,25,5
113,25,1
178,25,4.5
588,25,3
462,25,3
282,25,4
171,25,5
144,25,3
187,25,3
275,25,3
446,25,3
589,25,5
32,25,4
6,25,3
566,25,2
602,25,4
109,25,5
330,25,4.5
603,25,4
385,25,3
389,25,4
33,25,3
580,25,4
90,25,5
31,25,2
40,26,4
68,26,3
262,26,3
32,26,4
182,26,4
470,26,3
117,26,4
6,26,4
488,26,2.5
599,26,2.5
314,26,4
474,26,3.5
483,26,4
458,27,5
506,27,3
414,27,2
474,27,2
280,27,4.5
501,27,3
6,27,3
307,27,2.5
337,27,5
177,28,2.5
33,28,5
603,28,5
100,28,4.5
606,28,3.5
605,28,4
594,28,4.5
509,28,3.5
474,28,4.5
246,28,4.5
262,28,5
295,29,5
43,29,5
387,29,3.5
483,29,5
318,29,3.5
603,29,2
253,29,4.5
602,29,2
313,29,4
132,29,2
66,29,4.5
600,29,4.5
260,29,4
599,29,3.5
267,29,4
268,29,5
391,29,5
187,29,4
274,29,4
576,29,3.5
91,29,4
469,29,4
182,29,4
95,29,5
474,29,3.5
221,29,4.5
287,29,4.5
202,29,4
323,29,3.5
325,29,4
440,29,4.5
246,29,5
555,29,4
606,29,4.5
23,29,4
171,29,5
521,29,3
330,29,3
603,30,4
527,30,1
325,30,4
464,31,4
518,31,1
6,31,3
240,31,4
131,31,3
159,31,3.5
109,31,3
68,31,3.5
203,31,3.5
162,31,4
447,31,4
337,31,5
3,31,0.5
307,31,1.5
84,31,3
599,31,2
117,31,3
181,31,3
372,31,2
314,31,3
28,31,2.5
104,31,4
426,31,5
414,31,3
40,31,4
483,31,2
47,31,3
282,31,4.5
534,31,3.5
437,31,4
608,31,3
362,31,4
474,31,3
58,31,4
561,31,2.5
411,31,4
479,31,3
387,31,2.5
271,32,4
270,32,4
555,32,4
273,32,5
587,32,5
112,32,5
235,32,4
474,32,4
274,32,4
398,32,5
171,32,5
486,32,5
553,32,5
275,32,5
580,32,5
109,32,4
115,32,5
237,32,5
146,32,5
380,32,5
166,32,4
135,32,5
242,32,5
477,32,4.5
561,32,3.5
480,32,4
560,32,3.5
150,32,5
559,32,3
249,32,5
18,32,4
414,32,5
247,32,3
483,32,5
144,32,4
149,32,4
254,32,4.5
269,32,4
133,32,4
405,32,4.5
239,32,5
117,32,3
266,32,4
265,32,4
264,32,1
120,32,3
122,32,5
570,32,4
259,32,5
8,32,3
566,32,4
565,32,5
476,32,4
160,32,5
132,32,3
364,32,3
277,32,5
202,32,4
590,32,3
387,32,3.5
350,32,4
434,32,3.5
45,32,4.5
437,32,4
46,32,4
50,32,3
54,32,3
323,32,2.5
438,32,4
57,32,4
317,32,4
58,32,5
61,32,4.5
603,32,3
314,32,3
602,32,3
313,32,4
318,32,4.5
312,32,4
325,32,4
39,32,3
345,32,3.5
608,32,3.5
420,32,3.5
339,32,3
23,32,3.5
24,32,3.5
337,32,4
347,32,3
604,32,4
28,32,3.5
424,32,3.5
425,32,4
389,32,4
332,32,2.5
32,32,4
330,32,5
4,32,2
33,32,3
606,32,4
386,32,3
63,32,3
6,32,4
456,32,3
462,32,3.5
298,32,4
391,32,4
596,32,3.5
489,32,3.5
90,32,4
464,32,3.5
81,32,5
292,32,2
468,32,4
94,32,5
469,32,5
95,32,4
288,32,5
284,32,5
282,32,4
105,32,3.5
91,32,4
453,32,5
302,32,3
303,32,3.5
64,32,4
66,32,5
445,32,5
446,32,4
600,32,4.5
353,32,5
448,32,2
72,32,4.5
385,32,4
307,32,3.5
19,32,4
449,32,4
451,32,5
78,32,3.5
80,32,4
599,32,3
305,32,5
304,32,4
354,32,4
470,32,3
174,32,3
381,32,3.5
520,32,3.5
610,32,4.5
198,32,5
376,32,5
227,32,4.5
195,32,4
513,32,4
501,32,3
222,32,3
521,32,3
512,32,5
219,32,3.5
220,32,4.5
373,32,4
375,32,5
182,32,4
14,32,4
544,32,3
492,32,3
377,32,4.5
221,32,5
372,32,4
206,32,3
524,32,3
191,32,5
529,32,5
201,32,4
179,32,4
226,32,4
509,32,4
18,34,2.5
95,34,4
142,34,4
394,34,3
93,34,5
94,34,4
290,34,4
174,34,4
185,34,2
527,34,5
457,34,2
411,34,4
84,34,4
229,34,5
597,34,4
596,34,4
414,34,5
144,34,3
507,34,5
379,34,5
559,34,5
292,34,3.5
220,34,4.5
357,34,4
391,34,3
593,34,4
412,34,5
395,34,3
273,34,4
477,34,4
115,34,2
181,34,5
498,34,3
117,34,3
223,34,1
263,34,4
136,34,2
570,34,3.5
567,34,2.5
404,34,4
179,34,5
255,34,1
126,34,3
132,34,1.5
565,34,4
476,34,4
8,34,5
96,34,5
274,34,4
275,34,5
288,34,4
359,34,2.5
377,34,4
82,34,2
103,34,4
560,34,2.5
534,34,4
470,34,4
579,34,3
480,34,4
381,34,3.5
140,34,4
474,34,4.5
584,34,3
109,34,3
561,34,2.5
111,34,2.5
580,34,2.5
367,34,3
455,34,4
563,34,2
525,34,3
604,34,4
200,34,2.5
323,34,2.5
235,34,4
349,34,5
430,34,3
234,34,3
514,34,4
453,34,4
436,34,5
216,34,5
372,34,4
217,34,4
240,34,5
43,34,5
40,34,5
328,34,5
169,34,4
20,34,4
608,34,3.5
489,34,2
607,34,3
201,34,5
26,34,3
488,34,3
27,34,5
170,34,5
517,34,5
347,34,4
425,34,3.5
331,34,2
330,34,3
33,34,3
603,34,4
380,34,4
434,34,3.5
446,34,5
373,34,4
5,34,4
156,34,4
6,34,4
19,34,4
353,34,5
64,34,4.5
63,34,3
600,34,2
386,34,4
191,34,4
198,34,4
68,34,1
602,34,1
160,34,5
509,34,3.5
230,34,2
354,34,3.5
305,34,3
32,36,4
301,36,4.5
112,36,0.5
270,36,5
425,36,3
302,36,4
70,36,5
607,36,4
337,36,4
606,36,3.5
265,36,4
263,36,4
304,36,1
402,36,3
404,36,3
262,36,5
11,36,4
191,36,5
84,36,5
117,36,3
206,36,5
469,36,3
501,36,3
5,36,4
603,36,4
58,36,4
602,36,3
51,36,3
357,36,3.5
372,36,3
437,36,4
199,36,4
103,36,4
44,36,4
590,36,3.5
290,36,4
521,36,4
470,36,4
588,36,2
432,36,3.5
308,36,1
91,36,3
182,36,4.5
64,36,4
323,36,3.5
474,36,5
109,36,5
6,36,5
195,36,4
33,36,5
90,36,4
589,36,5
462,36,3.5
198,36,5
243,36,4
229,36,4
488,36,4.5
559,36,4
492,36,4
150,36,4
235,36,4
414,36,3
142,36,4
18,36,4
378,36,4
171,36,4
162,36,5
217,38,2
474,38,1
21,38,2.5
448,38,3
386,39,3
347,39,4
156,39,1
167,39,2
458,39,4
367,39,4
525,39,4.5
470,39,3
414,39,4
602,39,5
113,39,3
200,39,5
5,39,3
14,39,3
486,39,3
584,39,1
112,39,0.5
577,39,3
509,39,4
603,39,5
216,39,3
599,39,3
275,39,4
176,39,3
500,39,1
111,39,4
561,39,3
314,39,3
387,39,2.5
109,39,3
240,39,5
474,39,3.5
409,39,4
583,39,5
33,39,5
604,39,3
596,39,4
144,39,3.5
507,39,3
45,39,3
468,39,5
357,39,4.5
38,39,3
169,39,3.5
57,39,3
174,39,4
594,39,4.5
308,39,3
328,39,2
91,39,1.5
372,39,3
512,39,4
35,39,3
46,39,3
104,39,4
94,39,1
469,39,2
280,39,4
313,39,4
235,39,3
480,39,2.5
12,39,4
283,39,1
102,39,3
284,39,3
286,39,3.5
32,39,3
597,39,4
177,39,4
592,39,4
64,39,4
559,39,3
95,39,4
506,39,5
230,39,3
484,39,4.5
294,39,2
570,39,3
232,39,3
117,39,3
446,39,3
181,39,3
121,39,4
489,39,3.5
608,39,3
266,39,2
58,39,5
566,39,4
555,39,4
224,39,5
242,39,3
8,39,3
307,39,2
132,39,3
434,39,3
191,39,1
226,39,3
370,39,3.5
600,39,3
353,39,1
68,39,4
263,39,4
564,39,3.5
56,39,4
311,40,3.5
544,40,5
470,41,3
9,41,3
59,41,5
6,41,4
182,41,4.5
268,41,4
117,41,4
337,41,3
314,41,3
91,41,4
467,41,4
372,41,4
599,41,2.5
593,41,4
474,41,3.5
599,42,3
